Cidade,Estado,Mês,Mínimo Temperatura,Máximo Temperatura,Precipitação (mm)
Alto Alegre,SP,Fevereiro,22°,29°,182
Alto Alegre,SP,Março,21°,29°,136
Alto Alegre,SP,Abril,20°,29°,87
Alto Alegre,SP,Maio,16°,25°,75
Alto Alegre,SP,Junho,16°,26°,41
Alto Alegre,SP,Julho,16°,27°,31
Alto Alegre,SP,Agosto,18°,31°,32
Alto Alegre,SP,Setembro,20°,32°,73
Alto Alegre,SP,Outubro,21°,33°,105
Alto Alegre,SP,Novembro,22°,32°,130
Alto Alegre,SP,Dezembro,22°,32°,194
Anápolis,GO,Janeiro,19°,26°,257
Anápolis,GO,Fevereiro,19°,26°,206
Anápolis,GO,Março,19°,26°,225
Anápolis,GO,Abril,18°,26°,112
Anápolis,GO,Maio,16°,26°,31
Anápolis,GO,Junho,16°,26°,8
Anápolis,GO,Julho,16°,28°,7
Anápolis,GO,Agosto,18°,30°,18
Anápolis,GO,Setembro,21°,31°,52
Anápolis,GO,Outubro,21°,31°,137
Anápolis,GO,Novembro,20°,28°,206
Anápolis,GO,Dezembro,19°,27°,267
Amaral Ferrador,RS,Janeiro,19°,29°,131
Amaral Ferrador,RS,Fevereiro,19°,29°,136
Amaral Ferrador,RS,Março,18°,27°,112
Amaral Ferrador,RS,Abril,15°,24°,129
Amaral Ferrador,RS,Maio,12°,19°,129
Amaral Ferrador,RS,Junho,11°,17°,139
Amaral Ferrador,RS,Julho,9°,17°,155
Amaral Ferrador,RS,Agosto,10°,19°,119
Amaral Ferrador,RS,Setembro,11°,20°,160
Amaral Ferrador,RS,Outubro,14°,23°,140
Amaral Ferrador,RS,Novembro,15°,25°,121
Amaral Ferrador,RS,Dezembro,17°,28°,122
Ametista do Sul,RS,Janeiro,19°,30°,159
Ametista do Sul,RS,Fevereiro,19°,30°,178
Ametista do Sul,RS,Março,19°,29°,130
Ametista do Sul,RS,Abril,16°,26°,178
Ametista do Sul,RS,Maio,12°,20°,180
Ametista do Sul,RS,Junho,12°,19°,150
Ametista do Sul,RS,Julho,11°,19°,151
Ametista do Sul,RS,Agosto,12°,22°,126
Ametista do Sul,RS,Setembro,13°,23°,172
Ametista do Sul,RS,Outubro,16°,26°,236
Ametista do Sul,RS,Novembro,17°,27°,159
Ametista do Sul,RS,Dezembro,18°,29°,171
Anhanguera,GO,Janeiro,20°,27°,289
Anhanguera,GO,Fevereiro,19°,27°,203
Anhanguera,GO,Março,19°,27°,208
Anhanguera,GO,Abril,18°,27°,75
Anhanguera,GO,Maio,16°,26°,35
Anhanguera,GO,Junho,15°,26°,13
Anhanguera,GO,Julho,16°,27°,7
Anhanguera,GO,Agosto,18°,30°,15
Anhanguera,GO,Setembro,20°,32°,49
Anhanguera,GO,Outubro,21°,32°,113
Anhanguera,GO,Novembro,20°,30°,192
Anhanguera,GO,Dezembro,20°,28°,288
Abdon Batista,SC,Janeiro,17°,26°,161
Abdon Batista,SC,Fevereiro,16°,26°,157
Abdon Batista,SC,Março,16°,26°,109
Abdon Batista,SC,Abril,14°,23°,151
Abdon Batista,SC,Maio,10°,18°,157
Abdon Batista,SC,Junho,10°,18°,135
Abdon Batista,SC,Julho,9°,17°,171
Abdon Batista,SC,Agosto,10°,20°,127
Abdon Batista,SC,Setembro,11°,20°,181
Abdon Batista,SC,Outubro,14°,23°,212
Abdon Batista,SC,Novembro,15°,24°,156
Abdon Batista,SC,Dezembro,16°,25°,148
Baltazar,RJ,Janeiro,20°,28°,220
Baltazar,RJ,Fevereiro,20°,29°,127
Baltazar,RJ,Março,20°,28°,135
Baltazar,RJ,Abril,18°,27°,69
Baltazar,RJ,Maio,16°,25°,37
Baltazar,RJ,Junho,15°,25°,20
Baltazar,RJ,Julho,15°,25°,18
Baltazar,RJ,Agosto,16°,27°,22
Baltazar,RJ,Setembro,17°,28°,60
Baltazar,RJ,Outubro,19°,29°,100
Baltazar,RJ,Novembro,20°,28°,183
Baltazar,RJ,Dezembro,20°,28°,264
Araguaiana,MT,Janeiro,20°,30°,290
Araguaiana,MT,Fevereiro,20°,30°,260
Araguaiana,MT,Março,20°,31°,216
Araguaiana,MT,Abril,19°,31°,99
Araguaiana,MT,Maio,16°,30°,48
Araguaiana,MT,Junho,13°,30°,10
Araguaiana,MT,Julho,12°,31°,3
Araguaiana,MT,Agosto,14°,33°,7
Araguaiana,MT,Setembro,17°,33°,49
Araguaiana,MT,Outubro,19°,32°,186
Araguaiana,MT,Novembro,20°,30°,225
Araguaiana,MT,Dezembro,20°,30°,253
Água Doce do Norte,ES,Janeiro,20°,27°,173
Água Doce do Norte,ES,Fevereiro,20°,28°,98
Água Doce do Norte,ES,Março,20°,27°,135
Água Doce do Norte,ES,Abril,19°,26°,71
Água Doce do Norte,ES,Maio,17°,25°,38
Água Doce do Norte,ES,Junho,16°,24°,25
Água Doce do Norte,ES,Julho,16°,24°,25
Água Doce do Norte,ES,Agosto,16°,25°,29
Água Doce do Norte,ES,Setembro,17°,26°,38
Água Doce do Norte,ES,Outubro,19°,28°,82
Água Doce do Norte,ES,Novembro,19°,26°,180
Água Doce do Norte,ES,Dezembro,20°,27°,216
Anicuns,GO,Janeiro,20°,27°,258
Anicuns,GO,Fevereiro,20°,27°,216
Anicuns,GO,Março,19°,26°,222
Anicuns,GO,Abril,19°,27°,101
Anicuns,GO,Maio,17°,27°,27
Anicuns,GO,Junho,17°,28°,13
Anicuns,GO,Julho,17°,29°,4
Anicuns,GO,Agosto,20°,32°,13
Anicuns,GO,Setembro,22°,33°,58
Anicuns,GO,Outubro,23°,32°,138
Anicuns,GO,Novembro,21°,29°,211
Anicuns,GO,Dezembro,20°,28°,264
André da Rocha,RS,Janeiro,17°,26°,154
André da Rocha,RS,Fevereiro,16°,26°,147
André da Rocha,RS,Março,16°,25°,114
André da Rocha,RS,Abril,14°,22°,143
André da Rocha,RS,Maio,10°,17°,136
André da Rocha,RS,Junho,10°,17°,137
André da Rocha,RS,Julho,8°,16°,169
André da Rocha,RS,Agosto,10°,18°,134
André da Rocha,RS,Setembro,11°,19°,184
André da Rocha,RS,Outubro,13°,22°,192
André da Rocha,RS,Novembro,14°,23°,153
André da Rocha,RS,Dezembro,15°,25°,145
Pracuúba,AP,Janeiro,23°,29°,312
Pracuúba,AP,Fevereiro,23°,28°,337
Pracuúba,AP,Março,23°,28°,390
Pracuúba,AP,Abril,24°,28°,367
Pracuúba,AP,Maio,24°,29°,309
Pracuúba,AP,Junho,23°,30°,204
Pracuúba,AP,Julho,22°,31°,143
Pracuúba,AP,Agosto,23°,33°,98
Pracuúba,AP,Setembro,23°,34°,85
Pracuúba,AP,Outubro,24°,34°,80
Pracuúba,AP,Novembro,24°,34°,87
Pracuúba,AP,Dezembro,24°,31°,165
Santa Rosa do Purus,AC,Janeiro,23°,29°,288
Santa Rosa do Purus,AC,Fevereiro,22°,28°,262
Santa Rosa do Purus,AC,Março,22°,28°,274
Santa Rosa do Purus,AC,Abril,22°,29°,197
Santa Rosa do Purus,AC,Maio,20°,29°,120
Santa Rosa do Purus,AC,Junho,19°,30°,45
Santa Rosa do Purus,AC,Julho,19°,31°,36
Santa Rosa do Purus,AC,Agosto,21°,34°,48
Santa Rosa do Purus,AC,Setembro,23°,34°,93
Santa Rosa do Purus,AC,Outubro,23°,33°,171
Santa Rosa do Purus,AC,Novembro,23°,31°,239
Santa Rosa do Purus,AC,Dezembro,22°,29°,271
Araguainha,MT,Janeiro,21°,29°,287
Araguainha,MT,Fevereiro,21°,28°,236
Araguainha,MT,Março,20°,28°,235
Araguainha,MT,Abril,20°,29°,103
Araguainha,MT,Maio,17°,28°,40
Araguainha,MT,Junho,16°,29°,18
Araguainha,MT,Julho,16°,30°,9
Araguainha,MT,Agosto,18°,33°,18
Araguainha,MT,Setembro,21°,35°,68
Araguainha,MT,Outubro,22°,34°,126
Araguainha,MT,Novembro,22°,31°,208
Araguainha,MT,Dezembro,21°,30°,289
Andaraí,BA,Janeiro,17°,28°,119
Andaraí,BA,Fevereiro,18°,28°,84
Andaraí,BA,Março,18°,27°,121
Andaraí,BA,Abril,17°,26°,92
Andaraí,BA,Maio,16°,25°,45
Andaraí,BA,Junho,15°,23°,36
Andaraí,BA,Julho,14°,23°,26
Andaraí,BA,Agosto,15°,24°,23
Andaraí,BA,Setembro,16°,26°,25
Andaraí,BA,Outubro,17°,28°,50
Andaraí,BA,Novembro,18°,28°,114
Andaraí,BA,Dezembro,18°,28°,132
Águia Branca,ES,Janeiro,20°,28°,173
Águia Branca,ES,Fevereiro,20°,29°,98
Águia Branca,ES,Março,20°,28°,135
Águia Branca,ES,Abril,20°,27°,71
Águia Branca,ES,Maio,18°,26°,38
Águia Branca,ES,Junho,16°,25°,25
Águia Branca,ES,Julho,16°,25°,25
Águia Branca,ES,Agosto,16°,26°,29
Águia Branca,ES,Setembro,17°,26°,38
Águia Branca,ES,Outubro,19°,28°,82
Águia Branca,ES,Novembro,20°,27°,180
Águia Branca,ES,Dezembro,20°,28°,216
Aparecida de Goiânia,GO,Janeiro,19°,26°,257
Aparecida de Goiânia,GO,Fevereiro,19°,27°,211
Aparecida de Goiânia,GO,Março,19°,26°,225
Aparecida de Goiânia,GO,Abril,18°,26°,103
Aparecida de Goiânia,GO,Maio,16°,26°,29
Aparecida de Goiânia,GO,Junho,16°,27°,8
Aparecida de Goiânia,GO,Julho,16°,28°,6
Aparecida de Goiânia,GO,Agosto,18°,30°,14
Aparecida de Goiânia,GO,Setembro,21°,32°,55
Aparecida de Goiânia,GO,Outubro,22°,32°,126
Aparecida de Goiânia,GO,Novembro,20°,29°,206
Aparecida de Goiânia,GO,Dezembro,20°,28°,264
Santana,AP,Janeiro,25°,28°,251
Santana,AP,Fevereiro,24°,27°,298
Santana,AP,Março,24°,27°,324
Santana,AP,Abril,24°,27°,313
Santana,AP,Maio,24°,28°,264
Santana,AP,Junho,24°,28°,219
Santana,AP,Julho,24°,29°,158
Santana,AP,Agosto,25°,30°,86
Santana,AP,Setembro,26°,32°,36
Santana,AP,Outubro,27°,32°,32
Santana,AP,Novembro,27°,32°,51
Santana,AP,Dezembro,26°,30°,129
Barreiros,PE,Janeiro,27°,28°,92
Barreiros,PE,Fevereiro,27°,28°,107
Barreiros,PE,Março,27°,28°,167
Barreiros,PE,Abril,27°,28°,205
Barreiros,PE,Maio,26°,28°,246
Barreiros,PE,Junho,26°,27°,300
Barreiros,PE,Julho,25°,26°,293
Barreiros,PE,Agosto,25°,26°,179
Barreiros,PE,Setembro,25°,26°,106
Barreiros,PE,Outubro,26°,27°,50
Barreiros,PE,Novembro,26°,27°,49
Barreiros,PE,Dezembro,26°,28°,49
Baía da Traição,PB,Janeiro,25°,30°,77
Baía da Traição,PB,Fevereiro,25°,30°,108
Baía da Traição,PB,Março,25°,30°,180
Baía da Traição,PB,Abril,24°,29°,232
Baía da Traição,PB,Maio,24°,29°,238
Baía da Traição,PB,Junho,23°,27°,287
Baía da Traição,PB,Julho,23°,27°,217
Baía da Traição,PB,Agosto,23°,27°,135
Baía da Traição,PB,Setembro,23°,28°,63
Baía da Traição,PB,Outubro,24°,29°,35
Baía da Traição,PB,Novembro,24°,30°,32
Baía da Traição,PB,Dezembro,25°,30°,36
Alumínio,SP,Janeiro,19°,25°,244
Alumínio,SP,Fevereiro,19°,26°,198
Alumínio,SP,Março,18°,26°,164
Alumínio,SP,Abril,17°,24°,93
Alumínio,SP,Maio,14°,21°,88
Alumínio,SP,Junho,13°,21°,67
Alumínio,SP,Julho,13°,21°,63
Alumínio,SP,Agosto,14°,24°,46
Alumínio,SP,Setembro,15°,25°,108
Alumínio,SP,Outubro,17°,26°,125
Alumínio,SP,Novembro,17°,26°,131
Alumínio,SP,Dezembro,18°,26°,194
Araguapaz,MT,Janeiro,22°,28°,348
Araguapaz,MT,Fevereiro,22°,28°,325
Araguapaz,MT,Março,22°,29°,280
Araguapaz,MT,Abril,22°,30°,191
Araguapaz,MT,Maio,21°,32°,63
Araguapaz,MT,Junho,20°,33°,8
Araguapaz,MT,Julho,20°,34°,10
Araguapaz,MT,Agosto,22°,36°,26
Araguapaz,MT,Setembro,24°,36°,106
Araguapaz,MT,Outubro,23°,34°,193
Araguapaz,MT,Novembro,22°,32°,233
Araguapaz,MT,Dezembro,22°,30°,330
Alegre,ES,Janeiro,20°,28°,243
Alegre,ES,Fevereiro,20°,28°,128
Alegre,ES,Março,20°,28°,165
Alegre,ES,Abril,18°,26°,91
Alegre,ES,Maio,16°,25°,48
Alegre,ES,Junho,16°,24°,23
Alegre,ES,Julho,15°,25°,22
Alegre,ES,Agosto,16°,26°,29
Alegre,ES,Setembro,17°,27°,62
Alegre,ES,Outubro,19°,28°,110
Alegre,ES,Novembro,19°,27°,213
Alegre,ES,Dezembro,20°,28°,270
Serra do Navio,AP,Janeiro,23°,30°,234
Serra do Navio,AP,Fevereiro,23°,28°,269
Serra do Navio,AP,Março,23°,28°,297
Serra do Navio,AP,Abril,23°,28°,361
Serra do Navio,AP,Maio,23°,28°,352
Serra do Navio,AP,Junho,22°,29°,267
Serra do Navio,AP,Julho,22°,30°,203
Serra do Navio,AP,Agosto,23°,32°,124
Serra do Navio,AP,Setembro,23°,34°,81
Serra do Navio,AP,Outubro,24°,35°,53
Serra do Navio,AP,Novembro,24°,34°,80
Serra do Navio,AP,Dezembro,24°,32°,132
Abelardo Luz,SC,Janeiro,18°,27°,180
Abelardo Luz,SC,Fevereiro,18°,27°,178
Abelardo Luz,SC,Março,17°,27°,128
Abelardo Luz,SC,Abril,15°,24°,173
Abelardo Luz,SC,Maio,11°,20°,179
Abelardo Luz,SC,Junho,12°,19°,152
Abelardo Luz,SC,Julho,10°,19°,150
Abelardo Luz,SC,Agosto,12°,22°,127
Abelardo Luz,SC,Setembro,13°,23°,170
Abelardo Luz,SC,Outubro,15°,25°,234
Abelardo Luz,SC,Novembro,16°,26°,166
Abelardo Luz,SC,Dezembro,17°,27°,173
Álvares Florence,SP,Janeiro,22°,29°,295
Álvares Florence,SP,Fevereiro,22°,29°,199
Álvares Florence,SP,Março,21°,29°,164
Álvares Florence,SP,Abril,20°,28°,86
Álvares Florence,SP,Maio,16°,26°,52
Álvares Florence,SP,Junho,16°,26°,20
Álvares Florence,SP,Julho,16°,28°,16
Álvares Florence,SP,Agosto,19°,31°,22
Álvares Florence,SP,Setembro,21°,33°,58
Álvares Florence,SP,Outubro,22°,34°,98
Álvares Florence,SP,Novembro,22°,32°,143
Álvares Florence,SP,Dezembro,22°,31°,219
Banquete,RJ,Janeiro,19°,25°,277
Banquete,RJ,Fevereiro,18°,25°,163
Banquete,RJ,Março,18°,25°,185
Banquete,RJ,Abril,17°,24°,112
Banquete,RJ,Maio,14°,22°,62
Banquete,RJ,Junho,13°,21°,39
Banquete,RJ,Julho,13°,21°,43
Banquete,RJ,Agosto,14°,23°,40
Banquete,RJ,Setembro,15°,23°,89
Banquete,RJ,Outubro,17°,25°,122
Banquete,RJ,Novembro,18°,24°,211
Banquete,RJ,Dezembro,18°,24°,281
Bananeiras,PB,Janeiro,22°,31°,53
Bananeiras,PB,Fevereiro,23°,31°,72
Bananeiras,PB,Março,23°,30°,119
Bananeiras,PB,Abril,22°,29°,119
Bananeiras,PB,Maio,22°,29°,98
Bananeiras,PB,Junho,21°,27°,109
Bananeiras,PB,Julho,21°,26°,88
Bananeiras,PB,Agosto,20°,27°,60
Bananeiras,PB,Setembro,21°,29°,30
Bananeiras,PB,Outubro,21°,30°,12
Bananeiras,PB,Novembro,22°,31°,14
Bananeiras,PB,Dezembro,22°,31°,21
Alfredo Chaves,ES,Janeiro,22°,33°,160
Alfredo Chaves,ES,Fevereiro,22°,34°,85
Alfredo Chaves,ES,Março,22°,33°,138
Alfredo Chaves,ES,Abril,21°,31°,118
Alfredo Chaves,ES,Maio,19°,29°,72
Alfredo Chaves,ES,Junho,18°,28°,48
Alfredo Chaves,ES,Julho,18°,28°,57
Alfredo Chaves,ES,Agosto,18°,28°,58
Alfredo Chaves,ES,Setembro,19°,28°,86
Alfredo Chaves,ES,Outubro,20°,30°,115
Alfredo Chaves,ES,Novembro,21°,31°,201
Alfredo Chaves,ES,Dezembro,22°,32°,197
Anta Gorda,RS,Janeiro,18°,27°,158
Anta Gorda,RS,Fevereiro,17°,27°,150
Anta Gorda,RS,Março,17°,27°,117
Anta Gorda,RS,Abril,14°,23°,152
Anta Gorda,RS,Maio,11°,18°,137
Anta Gorda,RS,Junho,11°,18°,146
Anta Gorda,RS,Julho,9°,17°,174
Anta Gorda,RS,Agosto,10°,19°,137
Anta Gorda,RS,Setembro,11°,20°,186
Anta Gorda,RS,Outubro,14°,22°,210
Anta Gorda,RS,Novembro,15°,24°,164
Anta Gorda,RS,Dezembro,16°,26°,150
Senador Guiomard,AC,Janeiro,23°,29°,273
Senador Guiomard,AC,Fevereiro,23°,28°,254
Senador Guiomard,AC,Março,23°,28°,261
Senador Guiomard,AC,Abril,22°,29°,176
Senador Guiomard,AC,Maio,21°,29°,89
Senador Guiomard,AC,Junho,20°,30°,38
Senador Guiomard,AC,Julho,20°,32°,26
Senador Guiomard,AC,Agosto,22°,35°,48
Senador Guiomard,AC,Setembro,24°,34°,88
Senador Guiomard,AC,Outubro,23°,33°,154
Senador Guiomard,AC,Novembro,23°,31°,194
Senador Guiomard,AC,Dezembro,23°,29°,246
Belém de Maria,PE,Janeiro,19°,28°,68
Belém de Maria,PE,Fevereiro,19°,28°,71
Belém de Maria,PE,Março,19°,28°,117
Belém de Maria,PE,Abril,19°,26°,142
Belém de Maria,PE,Maio,19°,25°,164
Belém de Maria,PE,Junho,18°,23°,214
Belém de Maria,PE,Julho,18°,22°,204
Belém de Maria,PE,Agosto,17°,22°,141
Belém de Maria,PE,Setembro,18°,24°,72
Belém de Maria,PE,Outubro,18°,26°,38
Belém de Maria,PE,Novembro,18°,28°,31
Belém de Maria,PE,Dezembro,19°,28°,34
Andorinha,BA,Janeiro,20°,32°,66
Andorinha,BA,Fevereiro,21°,32°,63
Andorinha,BA,Março,21°,32°,89
Andorinha,BA,Abril,20°,31°,58
Andorinha,BA,Maio,19°,28°,40
Andorinha,BA,Junho,18°,26°,48
Andorinha,BA,Julho,17°,25°,39
Andorinha,BA,Agosto,17°,27°,26
Andorinha,BA,Setembro,18°,30°,14
Andorinha,BA,Outubro,20°,32°,16
Andorinha,BA,Novembro,20°,33°,46
Andorinha,BA,Dezembro,20°,33°,73
Sena Madureira,AC,Janeiro,23°,29°,282
Sena Madureira,AC,Fevereiro,23°,28°,263
Sena Madureira,AC,Março,23°,28°,249
Sena Madureira,AC,Abril,22°,28°,180
Sena Madureira,AC,Maio,21°,29°,109
Sena Madureira,AC,Junho,20°,31°,41
Sena Madureira,AC,Julho,20°,32°,31
Sena Madureira,AC,Agosto,22°,34°,44
Sena Madureira,AC,Setembro,23°,34°,91
Sena Madureira,AC,Outubro,23°,32°,160
Sena Madureira,AC,Novembro,23°,31°,231
Sena Madureira,AC,Dezembro,23°,29°,257
Tartarugalzinho,AP,Janeiro,23°,29°,312
Tartarugalzinho,AP,Fevereiro,23°,28°,337
Tartarugalzinho,AP,Março,23°,28°,390
Tartarugalzinho,AP,Abril,24°,28°,367
Tartarugalzinho,AP,Maio,24°,29°,309
Tartarugalzinho,AP,Junho,23°,30°,204
Tartarugalzinho,AP,Julho,22°,31°,143
Tartarugalzinho,AP,Agosto,23°,33°,98
Tartarugalzinho,AP,Setembro,23°,34°,85
Tartarugalzinho,AP,Outubro,24°,34°,80
Tartarugalzinho,AP,Novembro,24°,34°,87
Tartarugalzinho,AP,Dezembro,24°,31°,165
Araputanga,MT,Janeiro,23°,32°,242
Araputanga,MT,Fevereiro,23°,31°,225
Araputanga,MT,Março,22°,31°,210
Araputanga,MT,Abril,21°,31°,124
Araputanga,MT,Maio,18°,30°,53
Araputanga,MT,Junho,18°,31°,21
Araputanga,MT,Julho,18°,31°,12
Araputanga,MT,Agosto,21°,35°,20
Araputanga,MT,Setembro,23°,36°,64
Araputanga,MT,Outubro,24°,35°,113
Araputanga,MT,Novembro,23°,34°,168
Araputanga,MT,Dezembro,23°,32°,215
Agrolândia,SC,Janeiro,16°,25°,175
Agrolândia,SC,Fevereiro,16°,25°,160
Agrolândia,SC,Março,15°,24°,119
Agrolândia,SC,Abril,13°,21°,103
Agrolândia,SC,Maio,9°,17°,119
Agrolândia,SC,Junho,9°,17°,96
Agrolândia,SC,Julho,8°,16°,126
Agrolândia,SC,Agosto,9°,18°,104
Agrolândia,SC,Setembro,11°,19°,138
Agrolândia,SC,Outubro,13°,21°,165
Agrolândia,SC,Novembro,14°,22°,132
Agrolândia,SC,Dezembro,15°,24°,144
Álvares Machado,SP,Janeiro,23°,30°,221
Álvares Machado,SP,Fevereiro,22°,30°,177
Álvares Machado,SP,Março,22°,30°,131
Álvares Machado,SP,Abril,20°,30°,82
Álvares Machado,SP,Maio,16°,25°,85
Álvares Machado,SP,Junho,16°,26°,50
Álvares Machado,SP,Julho,16°,26°,42
Álvares Machado,SP,Agosto,18°,30°,39
Álvares Machado,SP,Setembro,20°,32°,89
Álvares Machado,SP,Outubro,22°,33°,117
Álvares Machado,SP,Novembro,22°,32°,133
Álvares Machado,SP,Dezembro,22°,32°,187
Tarauacá,AC,Janeiro,22°,31°,287
Tarauacá,AC,Fevereiro,22°,31°,264
Tarauacá,AC,Março,22°,31°,309
Tarauacá,AC,Abril,22°,31°,198
Tarauacá,AC,Maio,21°,31°,121
Tarauacá,AC,Junho,19°,31°,53
Tarauacá,AC,Julho,19°,31°,65
Tarauacá,AC,Agosto,19°,32°,80
Tarauacá,AC,Setembro,20°,32°,104
Tarauacá,AC,Outubro,21°,32°,197
Tarauacá,AC,Novembro,22°,32°,242
Tarauacá,AC,Dezembro,22°,31°,272
Barão de Juparanã,RJ,Janeiro,20°,28°,266
Barão de Juparanã,RJ,Fevereiro,20°,29°,196
Barão de Juparanã,RJ,Março,20°,28°,192
Barão de Juparanã,RJ,Abril,18°,27°,84
Barão de Juparanã,RJ,Maio,16°,24°,49
Barão de Juparanã,RJ,Junho,15°,25°,25
Barão de Juparanã,RJ,Julho,15°,24°,22
Barão de Juparanã,RJ,Agosto,16°,27°,30
Barão de Juparanã,RJ,Setembro,17°,27°,72
Barão de Juparanã,RJ,Outubro,19°,29°,108
Barão de Juparanã,RJ,Novembro,19°,28°,171
Barão de Juparanã,RJ,Dezembro,20°,28°,256
Vitória do Jari,AP,Janeiro,23°,30°,234
Vitória do Jari,AP,Fevereiro,22°,28°,269
Vitória do Jari,AP,Março,23°,28°,297
Vitória do Jari,AP,Abril,23°,27°,361
Vitória do Jari,AP,Maio,23°,28°,352
Vitória do Jari,AP,Junho,22°,28°,267
Vitória do Jari,AP,Julho,21°,30°,203
Vitória do Jari,AP,Agosto,22°,32°,124
Vitória do Jari,AP,Setembro,23°,34°,81
Vitória do Jari,AP,Outubro,24°,35°,53
Vitória do Jari,AP,Novembro,24°,34°,80
Vitória do Jari,AP,Dezembro,23°,32°,132
Antônio Prado,RS,Janeiro,17°,27°,154
Antônio Prado,RS,Fevereiro,17°,27°,152
Antônio Prado,RS,Março,17°,26°,111
Antônio Prado,RS,Abril,14°,23°,135
Antônio Prado,RS,Maio,11°,18°,129
Antônio Prado,RS,Junho,11°,18°,134
Antônio Prado,RS,Julho,9°,17°,168
Antônio Prado,RS,Agosto,10°,19°,131
Antônio Prado,RS,Setembro,11°,19°,178
Antônio Prado,RS,Outubro,14°,22°,177
Antônio Prado,RS,Novembro,15°,24°,145
Antônio Prado,RS,Dezembro,16°,26°,148
Arenápolis,MT,Janeiro,23°,31°,334
Arenápolis,MT,Fevereiro,23°,30°,293
Arenápolis,MT,Março,22°,30°,283
Arenápolis,MT,Abril,21°,30°,138
Arenápolis,MT,Maio,19°,29°,46
Arenápolis,MT,Junho,18°,30°,16
Arenápolis,MT,Julho,18°,32°,9
Arenápolis,MT,Agosto,20°,36°,23
Arenápolis,MT,Setembro,23°,36°,63
Arenápolis,MT,Outubro,24°,35°,173
Arenápolis,MT,Novembro,24°,33°,215
Arenápolis,MT,Dezembro,23°,32°,299
Aparecida do Rio Doce,GO,Janeiro,21°,29°,263
Aparecida do Rio Doce,GO,Fevereiro,21°,29°,216
Aparecida do Rio Doce,GO,Março,20°,28°,221
Aparecida do Rio Doce,GO,Abril,19°,28°,105
Aparecida do Rio Doce,GO,Maio,16°,27°,42
Aparecida do Rio Doce,GO,Junho,16°,28°,18
Aparecida do Rio Doce,GO,Julho,16°,29°,11
Aparecida do Rio Doce,GO,Agosto,19°,32°,24
Aparecida do Rio Doce,GO,Setembro,21°,34°,72
Aparecida do Rio Doce,GO,Outubro,22°,34°,136
Aparecida do Rio Doce,GO,Novembro,22°,31°,209
Aparecida do Rio Doce,GO,Dezembro,21°,30°,267
Alto Rio Novo,ES,Janeiro,20°,27°,178
Alto Rio Novo,ES,Fevereiro,20°,28°,85
Alto Rio Novo,ES,Março,20°,27°,122
Alto Rio Novo,ES,Abril,19°,26°,63
Alto Rio Novo,ES,Maio,17°,25°,29
Alto Rio Novo,ES,Junho,16°,24°,18
Alto Rio Novo,ES,Julho,16°,24°,12
Alto Rio Novo,ES,Agosto,16°,25°,19
Alto Rio Novo,ES,Setembro,17°,26°,32
Alto Rio Novo,ES,Outubro,19°,28°,77
Alto Rio Novo,ES,Novembro,19°,27°,178
Alto Rio Novo,ES,Dezembro,20°,27°,213
Baraúna,PB,Janeiro,21°,30°,58
Baraúna,PB,Fevereiro,21°,30°,74
Baraúna,PB,Março,21°,30°,131
Baraúna,PB,Abril,21°,29°,108
Baraúna,PB,Maio,21°,29°,63
Baraúna,PB,Junho,20°,27°,53
Baraúna,PB,Julho,20°,27°,39
Baraúna,PB,Agosto,19°,28°,28
Baraúna,PB,Setembro,20°,30°,13
Baraúna,PB,Outubro,21°,31°,6
Baraúna,PB,Novembro,21°,32°,6
Baraúna,PB,Dezembro,21°,31°,21
Arambaré,RS,Janeiro,21°,29°,135
Arambaré,RS,Fevereiro,21°,29°,132
Arambaré,RS,Março,19°,27°,152
Arambaré,RS,Abril,15°,25°,63
Arambaré,RS,Maio,13°,22°,62
Arambaré,RS,Junho,10°,19°,121
Arambaré,RS,Julho,10°,19°,134
Arambaré,RS,Agosto,11°,19°,123
Arambaré,RS,Setembro,13°,20°,146
Arambaré,RS,Outubro,15°,23°,100
Arambaré,RS,Novembro,17°,26°,79
Arambaré,RS,Dezembro,19°,28°,104
Aporé,GO,Janeiro,21°,29°,290
Aporé,GO,Fevereiro,21°,29°,224
Aporé,GO,Março,20°,28°,227
Aporé,GO,Abril,19°,28°,102
Aporé,GO,Maio,16°,26°,52
Aporé,GO,Junho,15°,27°,21
Aporé,GO,Julho,16°,28°,13
Aporé,GO,Agosto,18°,32°,26
Aporé,GO,Setembro,21°,33°,77
Aporé,GO,Outubro,22°,33°,133
Aporé,GO,Novembro,22°,31°,196
Aporé,GO,Dezembro,21°,30°,270
Araricá,RS,Janeiro,18°,28°,124
Araricá,RS,Fevereiro,18°,28°,118
Araricá,RS,Março,18°,27°,99
Araricá,RS,Abril,15°,24°,114
Araricá,RS,Maio,12°,19°,105
Araricá,RS,Junho,11°,18°,134
Araricá,RS,Julho,10°,17°,140
Araricá,RS,Agosto,11°,19°,125
Araricá,RS,Setembro,12°,20°,145
Araricá,RS,Outubro,14°,22°,138
Araricá,RS,Novembro,15°,24°,120
Araricá,RS,Dezembro,17°,26°,113
Angical,BA,Janeiro,21°,30°,175
Angical,BA,Fevereiro,21°,30°,137
Angical,BA,Março,21°,30°,156
Angical,BA,Abril,21°,30°,72
Angical,BA,Maio,20°,30°,20
Angical,BA,Junho,18°,30°,3
Angical,BA,Julho,18°,30°,1
Angical,BA,Agosto,19°,32°,3
